,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_category,hum_category,windspeed_category,atemp_category,time_category
1504,1505,2011-03-08,1,0,3,1,0,2,1,1,9.84,12.120000000000001,52.0,8.9981,0,4,4,cold,high,Light breeze,cold,night
1505,1506,2011-03-08,1,0,3,2,0,2,1,1,9.84,12.120000000000001,52.0,8.9981,1,0,1,cold,high,Light breeze,cold,night
1506,1507,2011-03-08,1,0,3,3,0,2,1,1,9.84,12.879999999999999,52.0,6.0032,5,2,7,cold,high,Light breeze,cold,night
1507,1508,2011-03-08,1,0,3,4,0,2,1,1,9.02,13.635,64.0,0.0,0,2,2,cold,high,Calm,cold,night
1508,1509,2011-03-08,1,0,3,5,0,2,1,1,8.200000000000001,11.365,69.0,7.0015,2,8,10,cold,high,Light breeze,cold,night
1509,1510,2011-03-08,1,0,3,6,0,2,1,1,8.200000000000001,12.879999999999999,59.0,0.0,3,42,45,cold,high,Calm,cold,morning
1510,1511,2011-03-08,1,0,3,7,0,2,1,1,7.38,9.85,64.0,8.9981,9,119,128,cold,high,Light breeze,cold,morning
1511,1512,2011-03-08,1,0,3,8,0,2,1,1,9.02,11.365,55.00000000000001,12.998000000000001,10,247,257,cold,high,Gentle breeze,cold,morning
1512,1513,2011-03-08,1,0,3,9,0,2,1,1,10.66,12.879999999999999,41.0,11.0014,11,140,151,cold,low,Light breeze,cold,morning
1513,1514,2011-03-08,1,0,3,10,0,2,1,2,12.299999999999999,14.395,33.0,12.998000000000001,25,46,71,cold,low,Gentle breeze,cold,morning
1514,1515,2011-03-08,1,0,3,11,0,2,1,2,14.76,17.424999999999997,25.0,11.0014,26,52,78,cold,low,Light breeze,cool,morning
1515,1516,2011-03-08,1,0,3,12,0,2,1,2,14.76,18.94,23.0,0.0,29,70,99,cold,low,Calm,cool,noon
1516,1517,2011-03-08,1,0,3,13,0,2,1,2,15.58,19.695,25.0,7.0015,25,73,98,cool,low,Light breeze,cool,afternoon
1517,1518,2011-03-08,1,0,3,14,0,2,1,2,15.58,19.695,20.0,0.0,16,56,72,cool,low,Calm,cool,afternoon
1518,1519,2011-03-08,1,0,3,15,0,2,1,2,14.76,18.94,18.0,0.0,35,77,112,cold,low,Calm,cool,afternoon
1519,1520,2011-03-08,1,0,3,16,0,2,1,1,15.58,19.695,27.0,11.0014,26,82,108,cool,low,Light breeze,cool,afternoon
1520,1521,2011-03-08,1,0,3,17,0,2,1,1,14.76,17.424999999999997,27.0,15.001299999999999,39,209,248,cold,low,Gentle breeze,cool,afternoon
1521,1522,2011-03-08,1,0,3,18,0,2,1,1,13.940000000000001,16.665,27.0,12.998000000000001,21,214,235,cold,low,Gentle breeze,cool,evening
1522,1523,2011-03-08,1,0,3,19,0,2,1,1,13.940000000000001,17.424999999999997,31.0,7.0015,9,141,150,cold,low,Light breeze,cool,evening
1523,1524,2011-03-08,1,0,3,20,0,2,1,1,13.120000000000001,16.665,39.0,6.0032,2,74,76,cold,low,Light breeze,cool,evening
1524,1525,2011-03-08,1,0,3,21,0,2,1,1,12.299999999999999,14.395,49.0,12.998000000000001,7,68,75,cold,low,Gentle breeze,cold,night
1525,1526,2011-03-08,1,0,3,22,0,2,1,1,12.299999999999999,14.395,49.0,15.001299999999999,11,44,55,cold,low,Gentle breeze,cold,night
1526,1527,2011-03-08,1,0,3,23,0,2,1,1,11.48,13.635,61.0,12.998000000000001,3,38,41,cold,high,Gentle breeze,cold,night
1527,1528,2011-03-09,1,0,3,0,0,3,1,1,10.66,14.395,65.0,6.0032,0,9,9,cold,high,Light breeze,cold,night
1528,1529,2011-03-09,1,0,3,1,0,3,1,1,10.66,13.635,52.0,8.9981,0,4,4,cold,high,Light breeze,cold,night
1529,1530,2011-03-09,1,0,3,2,0,3,1,1,10.66,13.635,52.0,8.9981,1,1,2,cold,high,Light breeze,cold,night
1530,1531,2011-03-09,1,0,3,3,0,3,1,1,9.84,12.879999999999999,70.0,6.0032,1,2,3,cold,high,Light breeze,cold,night
1531,1532,2011-03-09,1,0,3,4,0,3,1,1,9.84,12.879999999999999,75.0,7.0015,0,2,2,cold,high,Light breeze,cold,night
1532,1533,2011-03-09,1,0,3,5,0,3,1,2,9.84,12.120000000000001,81.0,8.9981,1,7,8,cold,very high,Light breeze,cold,night
1533,1534,2011-03-09,1,0,3,6,0,3,1,2,9.84,12.879999999999999,85.0,7.0015,5,44,49,cold,very high,Light breeze,cold,morning
1534,1535,2011-03-09,1,0,3,7,0,3,1,2,9.84,12.120000000000001,87.0,11.0014,18,123,141,cold,very high,Light breeze,cold,morning
1535,1536,2011-03-09,1,0,3,8,0,3,1,2,9.84,12.120000000000001,87.0,8.9981,11,238,249,cold,very high,Light breeze,cold,morning
1536,1537,2011-03-09,1,0,3,9,0,3,1,2,10.66,12.120000000000001,87.0,16.997899999999998,5,136,141,cold,very high,Gentle breeze,cold,morning
1537,1538,2011-03-09,1,0,3,10,0,3,1,2,12.299999999999999,14.395,75.0,16.997899999999998,8,49,57,cold,high,Gentle breeze,cold,morning
1538,1539,2011-03-09,1,0,3,11,0,3,1,2,13.120000000000001,14.395,76.0,26.0027,15,44,59,cold,high,Moderate breeze,cold,morning
1539,1540,2011-03-09,1,0,3,12,0,3,1,2,13.120000000000001,15.15,76.0,16.997899999999998,14,84,98,cold,high,Gentle breeze,cool,noon
1540,1541,2011-03-09,1,0,3,13,0,3,1,2,13.120000000000001,14.395,76.0,23.9994,17,82,99,cold,high,Moderate breeze,cold,afternoon
1541,1542,2011-03-09,1,0,3,14,0,3,1,2,13.940000000000001,15.15,76.0,19.999499999999998,10,61,71,cold,high,Gentle breeze,cool,afternoon
1542,1543,2011-03-09,1,0,3,15,0,3,1,2,14.76,16.665,71.0,19.999499999999998,15,64,79,cold,high,Gentle breeze,cool,afternoon
1543,1544,2011-03-09,1,0,3,16,0,3,1,2,13.940000000000001,15.15,76.0,22.0028,10,102,112,cold,high,Moderate breeze,cool,afternoon
1544,1545,2011-03-09,1,0,3,17,0,3,1,2,13.940000000000001,15.15,76.0,19.999499999999998,18,176,194,cold,high,Gentle breeze,cool,afternoon
1545,1546,2011-03-09,1,0,3,18,0,3,1,2,13.940000000000001,15.909999999999998,76.0,16.997899999999998,12,176,188,cold,high,Gentle breeze,cool,evening
1546,1547,2011-03-09,1,0,3,19,0,3,1,2,13.940000000000001,15.15,76.0,22.0028,11,123,134,cold,high,Moderate breeze,cool,evening
1547,1548,2011-03-09,1,0,3,20,0,3,1,2,13.120000000000001,15.909999999999998,87.0,12.998000000000001,4,87,91,cold,very high,Gentle breeze,cool,evening
1548,1549,2011-03-09,1,0,3,21,0,3,1,2,13.120000000000001,15.15,93.0,22.0028,10,52,62,cold,very high,Moderate breeze,cool,night
1549,1550,2011-03-09,1,0,3,22,0,3,1,3,13.120000000000001,15.909999999999998,93.0,11.0014,4,17,21,cold,very high,Light breeze,cool,night
1550,1551,2011-03-09,1,0,3,23,0,3,1,3,13.940000000000001,16.665,93.0,12.998000000000001,1,17,18,cold,very high,Gentle breeze,cool,night
1551,1552,2011-03-10,1,0,3,0,0,4,1,3,13.940000000000001,15.909999999999998,0.0,16.997899999999998,3,0,3,cold,low,Gentle breeze,cool,night
1552,1553,2011-03-10,1,0,3,1,0,4,1,3,13.940000000000001,15.909999999999998,0.0,16.997899999999998,0,2,2,cold,low,Gentle breeze,cool,night
1553,1554,2011-03-10,1,0,3,2,0,4,1,3,13.940000000000001,15.909999999999998,0.0,16.997899999999998,0,1,1,cold,low,Gentle breeze,cool,night
1554,1555,2011-03-10,1,0,3,5,0,4,1,3,14.76,17.424999999999997,0.0,12.998000000000001,1,2,3,cold,low,Gentle breeze,cool,night
1555,1556,2011-03-10,1,0,3,6,0,4,1,3,14.76,16.665,0.0,22.0028,0,12,12,cold,low,Moderate breeze,cool,morning
1556,1557,2011-03-10,1,0,3,7,0,4,1,3,15.58,19.695,0.0,15.001299999999999,1,36,37,cool,low,Gentle breeze,cool,morning
1557,1558,2011-03-10,1,0,3,8,0,4,1,3,15.58,19.695,0.0,19.0012,1,43,44,cool,low,Gentle breeze,cool,morning
1558,1559,2011-03-10,1,0,3,9,0,4,1,3,16.400000000000002,20.455000000000002,0.0,15.001299999999999,1,23,24,cool,low,Gentle breeze,cool,morning
1559,1560,2011-03-10,1,0,3,10,0,4,1,3,16.400000000000002,20.455000000000002,0.0,11.0014,0,17,17,cool,low,Light breeze,cool,morning
1560,1561,2011-03-10,1,0,3,11,0,4,1,3,16.400000000000002,20.455000000000002,0.0,16.997899999999998,6,5,11,cool,low,Gentle breeze,cool,morning
1561,1562,2011-03-10,1,0,3,12,0,4,1,3,17.22,21.21,0.0,15.001299999999999,4,30,34,cool,low,Gentle breeze,cool,noon
1562,1563,2011-03-10,1,0,3,13,0,4,1,3,17.22,21.21,0.0,15.001299999999999,1,11,12,cool,low,Gentle breeze,cool,afternoon
1563,1564,2011-03-10,1,0,3,14,0,4,1,3,18.04,21.97,0.0,19.999499999999998,0,12,12,cool,low,Gentle breeze,cool,afternoon
1564,1565,2011-03-10,1,0,3,15,0,4,1,3,18.04,21.97,0.0,15.001299999999999,3,11,14,cool,low,Gentle breeze,cool,afternoon
1565,1566,2011-03-10,1,0,3,16,0,4,1,3,17.22,21.21,0.0,16.997899999999998,1,20,21,cool,low,Gentle breeze,cool,afternoon
1566,1567,2011-03-10,1,0,3,17,0,4,1,2,18.04,21.97,0.0,26.0027,2,109,111,cool,low,Moderate breeze,cool,afternoon
1567,1568,2011-03-10,1,0,3,18,0,4,1,3,18.04,21.97,0.0,23.9994,2,80,82,cool,low,Moderate breeze,cool,evening
1568,1569,2011-03-10,1,0,3,19,0,4,1,3,18.04,21.97,0.0,39.000699999999995,5,51,56,cool,low,Strong breeze,cool,evening
1569,1570,2011-03-10,1,0,3,20,0,4,1,3,14.76,16.665,0.0,22.0028,9,29,38,cold,low,Moderate breeze,cool,evening
1570,1571,2011-03-10,1,0,3,21,0,4,1,3,14.76,17.424999999999997,0.0,15.001299999999999,1,27,28,cold,low,Gentle breeze,cool,night
1571,1572,2011-03-10,1,0,3,22,0,4,1,2,13.940000000000001,16.665,0.0,8.9981,4,30,34,cold,low,Light breeze,cool,night
1572,1573,2011-03-10,1,0,3,23,0,4,1,3,13.940000000000001,17.424999999999997,0.0,6.0032,1,26,27,cold,low,Light breeze,cool,night
1573,1574,2011-03-11,1,0,3,0,0,5,1,2,13.940000000000001,17.424999999999997,100.0,6.0032,0,6,6,cold,very high,Light breeze,cool,night
1574,1575,2011-03-11,1,0,3,1,0,5,1,3,13.940000000000001,17.424999999999997,100.0,7.0015,0,8,8,cold,very high,Light breeze,cool,night
1575,1576,2011-03-11,1,0,3,2,0,5,1,3,13.940000000000001,17.424999999999997,100.0,7.0015,2,3,5,cold,very high,Light breeze,cool,night
1576,1577,2011-03-11,1,0,3,3,0,5,1,2,13.120000000000001,16.665,93.0,6.0032,0,2,2,cold,very high,Light breeze,cool,night
1577,1578,2011-03-11,1,0,3,5,0,5,1,1,12.299999999999999,14.395,81.0,15.001299999999999,1,6,7,cold,very high,Gentle breeze,cold,night
1578,1579,2011-03-11,1,0,3,6,0,5,1,1,10.66,12.120000000000001,81.0,19.0012,1,31,32,cold,very high,Gentle breeze,cold,morning
1579,1580,2011-03-11,1,0,3,7,0,5,1,1,10.66,12.879999999999999,70.0,12.998000000000001,10,104,114,cold,high,Gentle breeze,cold,morning
1580,1581,2011-03-11,1,0,3,8,0,5,1,1,11.48,13.635,70.0,16.997899999999998,15,244,259,cold,high,Gentle breeze,cold,morning
1581,1582,2011-03-11,1,0,3,9,0,5,1,2,12.299999999999999,14.395,61.0,19.0012,13,143,156,cold,high,Gentle breeze,cold,morning
1582,1583,2011-03-11,1,0,3,10,0,5,1,2,13.120000000000001,15.15,56.99999999999999,19.999499999999998,18,60,78,cold,high,Gentle breeze,cool,morning
1583,1584,2011-03-11,1,0,3,11,0,5,1,2,13.120000000000001,15.15,56.99999999999999,19.999499999999998,14,67,81,cold,high,Gentle breeze,cool,morning
1584,1585,2011-03-11,1,0,3,12,0,5,1,2,13.940000000000001,15.909999999999998,53.0,16.997899999999998,15,96,111,cold,high,Gentle breeze,cool,noon
1585,1586,2011-03-11,1,0,3,13,0,5,1,1,14.76,16.665,53.0,16.997899999999998,15,92,107,cold,high,Gentle breeze,cool,afternoon
1586,1587,2011-03-11,1,0,3,14,0,5,1,2,14.76,16.665,50.0,23.9994,25,64,89,cold,high,Moderate breeze,cool,afternoon
1587,1588,2011-03-11,1,0,3,15,0,5,1,2,13.940000000000001,15.909999999999998,53.0,16.997899999999998,21,64,85,cold,high,Gentle breeze,cool,afternoon
1588,1589,2011-03-11,1,0,3,16,0,5,1,2,13.940000000000001,15.15,49.0,19.999499999999998,18,95,113,cold,low,Gentle breeze,cool,afternoon
1589,1590,2011-03-11,1,0,3,17,0,5,1,1,13.940000000000001,15.909999999999998,49.0,15.001299999999999,23,200,223,cold,low,Gentle breeze,cool,afternoon
1590,1591,2011-03-11,1,0,3,18,0,5,1,1,13.120000000000001,15.15,49.0,22.0028,19,134,153,cold,low,Moderate breeze,cool,evening
1591,1592,2011-03-11,1,0,3,19,0,5,1,1,12.299999999999999,13.635,56.00000000000001,22.0028,7,111,118,cold,high,Moderate breeze,cold,evening
1592,1593,2011-03-11,1,0,3,20,0,5,1,1,12.299999999999999,15.15,56.00000000000001,11.0014,6,70,76,cold,high,Light breeze,cool,evening
1593,1594,2011-03-11,1,0,3,21,0,5,1,2,12.299999999999999,14.395,52.0,16.997899999999998,10,43,53,cold,high,Gentle breeze,cold,night
1594,1595,2011-03-11,1,0,3,22,0,5,1,1,12.299999999999999,15.15,52.0,11.0014,11,53,64,cold,high,Light breeze,cool,night
1595,1596,2011-03-11,1,0,3,23,0,5,1,1,12.299999999999999,14.395,52.0,16.997899999999998,3,34,37,cold,high,Gentle breeze,cold,night
1596,1597,2011-03-12,1,0,3,0,0,6,0,1,10.66,13.635,60.0,8.9981,4,30,34,cold,high,Light breeze,cold,night
1597,1598,2011-03-12,1,0,3,1,0,6,0,1,9.84,11.365,65.0,12.998000000000001,3,15,18,cold,high,Gentle breeze,cold,night
1598,1599,2011-03-12,1,0,3,2,0,6,0,1,9.84,11.365,65.0,12.998000000000001,0,14,14,cold,high,Gentle breeze,cold,night
1599,1600,2011-03-12,1,0,3,3,0,6,0,1,9.84,11.365,65.0,16.997899999999998,1,6,7,cold,high,Gentle breeze,cold,night
1600,1601,2011-03-12,1,0,3,4,0,6,0,1,9.84,11.365,65.0,16.997899999999998,0,1,1,cold,high,Gentle breeze,cold,night
1601,1602,2011-03-12,1,0,3,5,0,6,0,1,9.02,11.365,69.0,12.998000000000001,0,2,2,cold,high,Gentle breeze,cold,night
1602,1603,2011-03-12,1,0,3,6,0,6,0,1,9.02,10.605,75.0,16.997899999999998,2,2,4,cold,high,Gentle breeze,cold,morning
1603,1604,2011-03-12,1,0,3,7,0,6,0,1,9.84,11.365,70.0,12.998000000000001,4,19,23,cold,high,Gentle breeze,cold,morning
1604,1605,2011-03-12,1,0,3,8,0,6,0,1,10.66,12.879999999999999,65.0,11.0014,9,44,53,cold,high,Light breeze,cold,morning
1605,1606,2011-03-12,1,0,3,9,0,6,0,1,11.48,14.395,65.0,7.0015,25,76,101,cold,high,Light breeze,cold,morning
1606,1607,2011-03-12,1,0,3,10,0,6,0,1,13.120000000000001,15.15,66.0,15.001299999999999,21,78,99,cold,high,Gentle breeze,cool,morning
1607,1608,2011-03-12,1,0,3,11,0,6,0,1,13.940000000000001,15.15,49.0,22.0028,36,83,119,cold,low,Moderate breeze,cool,morning
1608,1609,2011-03-12,1,0,3,12,0,6,0,1,13.940000000000001,15.909999999999998,53.0,19.0012,51,107,158,cold,high,Gentle breeze,cool,noon
1609,1610,2011-03-12,1,0,3,13,0,6,0,1,14.76,16.665,51.0,23.9994,62,95,157,cold,high,Moderate breeze,cool,afternoon
1610,1611,2011-03-12,1,0,3,14,0,6,0,1,16.400000000000002,20.455000000000002,50.0,30.002599999999997,70,96,166,cool,high,Fresh breeze,cool,afternoon
1611,1612,2011-03-12,1,0,3,15,0,6,0,1,17.22,21.21,44.0,32.9975,81,101,182,cool,low,Fresh breeze,cool,afternoon
1612,1613,2011-03-12,1,0,3,16,0,6,0,1,18.86,22.725,41.0,30.002599999999997,100,144,244,cool,low,Fresh breeze,cool,afternoon
1613,1614,2011-03-12,1,0,3,17,0,6,0,1,18.86,22.725,44.0,22.0028,99,114,213,cool,low,Moderate breeze,cool,afternoon
1614,1615,2011-03-12,1,0,3,18,0,6,0,1,17.22,21.21,54.0,11.0014,54,91,145,cool,high,Light breeze,cool,evening
1615,1616,2011-03-12,1,0,3,19,0,6,0,1,17.22,21.21,54.0,6.0032,26,86,112,cool,high,Light breeze,cool,evening
1616,1617,2011-03-12,1,0,3,20,0,6,0,1,16.400000000000002,20.455000000000002,57.99999999999999,7.0015,22,64,86,cool,high,Light breeze,cool,evening
1617,1618,2011-03-12,1,0,3,21,0,6,0,1,15.58,19.695,62.0,0.0,36,46,82,cool,high,Calm,cool,night
1618,1619,2011-03-12,1,0,3,22,0,6,0,1,14.76,18.94,71.0,0.0,7,56,63,cold,high,Calm,cool,night
1619,1620,2011-03-12,1,0,3,23,0,6,0,1,15.58,19.695,66.0,6.0032,11,38,49,cool,high,Light breeze,cool,night
1620,1621,2011-03-13,1,0,3,0,0,0,0,1,15.58,19.695,62.0,7.0015,3,35,38,cool,high,Light breeze,cool,night
1621,1622,2011-03-13,1,0,3,1,0,0,0,1,14.76,17.424999999999997,66.0,8.9981,10,23,33,cold,high,Light breeze,cool,night
1622,1623,2011-03-13,1,0,3,3,0,0,0,1,13.940000000000001,16.665,76.0,8.9981,6,17,23,cold,high,Light breeze,cool,night
1623,1624,2011-03-13,1,0,3,4,0,0,0,1,13.940000000000001,16.665,66.0,11.0014,4,9,13,cold,high,Light breeze,cool,night
1624,1625,2011-03-13,1,0,3,5,0,0,0,1,14.76,17.424999999999997,62.0,8.9981,0,3,3,cold,high,Light breeze,cool,night
1625,1626,2011-03-13,1,0,3,6,0,0,0,1,13.940000000000001,18.18,66.0,0.0,0,2,2,cold,high,Calm,cool,morning
1626,1627,2011-03-13,1,0,3,7,0,0,0,1,14.76,17.424999999999997,62.0,12.998000000000001,2,8,10,cold,high,Gentle breeze,cool,morning
1627,1628,2011-03-13,1,0,3,8,0,0,0,1,16.400000000000002,20.455000000000002,50.0,19.999499999999998,11,23,34,cool,high,Gentle breeze,cool,morning
1628,1629,2011-03-13,1,0,3,9,0,0,0,1,16.400000000000002,20.455000000000002,50.0,27.999299999999998,8,36,44,cool,high,Moderate breeze,cool,morning
1629,1630,2011-03-13,1,0,3,10,0,0,0,1,17.22,21.21,47.0,16.997899999999998,36,86,122,cool,low,Gentle breeze,cool,morning
1630,1631,2011-03-13,1,0,3,11,0,0,0,1,18.04,21.97,41.0,27.999299999999998,88,93,181,cool,low,Moderate breeze,cool,morning
1631,1632,2011-03-13,1,0,3,12,0,0,0,1,18.86,22.725,38.0,26.0027,74,120,194,cool,low,Moderate breeze,cool,noon
1632,1633,2011-03-13,1,0,3,13,0,0,0,1,18.86,22.725,38.0,26.0027,97,124,221,cool,low,Moderate breeze,cool,afternoon
1633,1634,2011-03-13,1,0,3,14,0,0,0,1,18.86,22.725,41.0,19.999499999999998,144,106,250,cool,low,Gentle breeze,cool,afternoon
1634,1635,2011-03-13,1,0,3,15,0,0,0,1,19.68,23.485,39.0,22.0028,149,155,304,cool,low,Moderate breeze,cool,afternoon
1635,1636,2011-03-13,1,0,3,16,0,0,0,1,18.86,22.725,41.0,26.0027,124,132,256,cool,low,Moderate breeze,cool,afternoon
1636,1637,2011-03-13,1,0,3,17,0,0,0,1,18.04,21.97,41.0,23.9994,98,143,241,cool,low,Moderate breeze,cool,afternoon
1637,1638,2011-03-13,1,0,3,18,0,0,0,1,16.400000000000002,20.455000000000002,43.0,23.9994,55,92,147,cool,low,Moderate breeze,cool,evening
1638,1639,2011-03-13,1,0,3,19,0,0,0,1,14.76,16.665,50.0,23.9994,28,73,101,cold,high,Moderate breeze,cool,evening
1639,1640,2011-03-13,1,0,3,20,0,0,0,1,13.120000000000001,15.15,56.99999999999999,19.999499999999998,23,54,77,cold,high,Gentle breeze,cool,evening
1640,1641,2011-03-13,1,0,3,21,0,0,0,1,12.299999999999999,14.395,56.00000000000001,16.997899999999998,9,49,58,cold,high,Gentle breeze,cold,night
1641,1642,2011-03-13,1,0,3,22,0,0,0,1,12.299999999999999,13.635,56.00000000000001,22.0028,8,29,37,cold,high,Moderate breeze,cold,night
1642,1643,2011-03-13,1,0,3,23,0,0,0,1,10.66,12.879999999999999,65.0,15.001299999999999,5,23,28,cold,high,Gentle breeze,cold,night
1643,1644,2011-03-14,1,0,3,0,0,1,1,1,10.66,13.635,65.0,7.0015,4,7,11,cold,high,Light breeze,cold,night
1644,1645,2011-03-14,1,0,3,1,0,1,1,1,10.66,14.395,65.0,6.0032,0,1,1,cold,high,Light breeze,cold,night
1645,1646,2011-03-14,1,0,3,2,0,1,1,1,10.66,14.395,65.0,6.0032,0,1,1,cold,high,Light breeze,cold,night
1646,1647,2011-03-14,1,0,3,3,0,1,1,1,10.66,13.635,65.0,8.9981,0,3,3,cold,high,Light breeze,cold,night
1647,1648,2011-03-14,1,0,3,5,0,1,1,1,9.84,12.120000000000001,70.0,8.9981,0,8,8,cold,high,Light breeze,cold,night
1648,1649,2011-03-14,1,0,3,6,0,1,1,1,10.66,13.635,65.0,8.9981,1,27,28,cold,high,Light breeze,cold,morning
1649,1650,2011-03-14,1,0,3,7,0,1,1,2,11.48,15.909999999999998,61.0,0.0,4,84,88,cold,high,Calm,cool,morning
1650,1651,2011-03-14,1,0,3,8,0,1,1,2,12.299999999999999,15.15,56.00000000000001,8.9981,24,217,241,cold,high,Light breeze,cool,morning
1651,1652,2011-03-14,1,0,3,9,0,1,1,1,13.120000000000001,15.15,53.0,22.0028,13,127,140,cold,high,Moderate breeze,cool,morning
1652,1653,2011-03-14,1,0,3,10,0,1,1,1,13.940000000000001,15.909999999999998,42.0,16.997899999999998,27,57,84,cold,low,Gentle breeze,cool,morning
1653,1654,2011-03-14,1,0,3,11,0,1,1,1,14.76,16.665,40.0,16.997899999999998,26,45,71,cold,low,Gentle breeze,cool,morning
1654,1655,2011-03-14,1,0,3,12,0,1,1,1,15.58,19.695,37.0,0.0,40,54,94,cool,low,Calm,cool,noon
1655,1656,2011-03-14,1,0,3,13,0,1,1,1,15.58,19.695,36.0,22.0028,24,51,75,cool,low,Moderate breeze,cool,afternoon
1656,1657,2011-03-14,1,0,3,14,0,1,1,2,15.58,19.695,34.0,0.0,27,52,79,cool,low,Calm,cool,afternoon
1657,1658,2011-03-14,1,0,3,15,0,1,1,1,15.58,19.695,37.0,11.0014,24,77,101,cool,low,Light breeze,cool,afternoon
1658,1659,2011-03-14,1,0,3,16,0,1,1,1,16.400000000000002,20.455000000000002,35.0,7.0015,27,80,107,cool,low,Light breeze,cool,afternoon
1659,1660,2011-03-14,1,0,3,17,0,1,1,1,15.58,19.695,40.0,12.998000000000001,42,229,271,cool,low,Gentle breeze,cool,afternoon
1660,1661,2011-03-14,1,0,3,18,0,1,1,1,14.76,18.18,40.0,7.0015,25,210,235,cold,low,Light breeze,cool,evening
1661,1662,2011-03-14,1,0,3,19,0,1,1,1,14.76,17.424999999999997,43.0,8.9981,17,133,150,cold,low,Light breeze,cool,evening
1662,1663,2011-03-14,1,0,3,20,0,1,1,1,13.940000000000001,15.909999999999998,46.0,15.001299999999999,23,106,129,cold,low,Gentle breeze,cool,evening
1663,1664,2011-03-14,1,0,3,21,0,1,1,1,13.940000000000001,16.665,46.0,8.9981,5,58,63,cold,low,Light breeze,cool,night
1664,1665,2011-03-14,1,0,3,22,0,1,1,1,13.120000000000001,16.665,49.0,7.0015,4,43,47,cold,low,Light breeze,cool,night
1665,1666,2011-03-14,1,0,3,23,0,1,1,1,13.120000000000001,17.424999999999997,53.0,0.0,2,17,19,cold,high,Calm,cool,night
1666,1667,2011-03-15,1,0,3,0,0,2,1,1,13.120000000000001,17.424999999999997,53.0,0.0,7,7,14,cold,high,Calm,cool,night
1667,1668,2011-03-15,1,0,3,1,0,2,1,1,12.299999999999999,15.15,62.0,6.0032,4,6,10,cold,high,Light breeze,cool,night
1668,1669,2011-03-15,1,0,3,2,0,2,1,1,12.299999999999999,15.15,62.0,6.0032,1,2,3,cold,high,Light breeze,cool,night
1669,1670,2011-03-15,1,0,3,4,0,2,1,1,9.84,12.879999999999999,75.0,6.0032,1,1,2,cold,high,Light breeze,cold,night
1670,1671,2011-03-15,1,0,3,5,0,2,1,1,9.84,11.365,75.0,12.998000000000001,0,11,11,cold,high,Gentle breeze,cold,night
1671,1672,2011-03-15,1,0,3,6,0,2,1,1,9.02,11.365,80.0,12.998000000000001,3,32,35,cold,high,Gentle breeze,cold,morning
1672,1673,2011-03-15,1,0,3,7,0,2,1,1,9.84,12.120000000000001,75.0,11.0014,10,109,119,cold,high,Light breeze,cold,morning
1673,1674,2011-03-15,1,0,3,8,0,2,1,1,10.66,14.395,70.0,6.0032,23,259,282,cold,high,Light breeze,cold,morning
1674,1675,2011-03-15,1,0,3,9,0,2,1,2,12.299999999999999,16.665,70.0,0.0,10,147,157,cold,high,Calm,cool,morning
1675,1676,2011-03-15,1,0,3,10,0,2,1,2,13.120000000000001,15.909999999999998,66.0,12.998000000000001,22,56,78,cold,high,Gentle breeze,cool,morning
1676,1677,2011-03-15,1,0,3,11,0,2,1,2,13.940000000000001,15.909999999999998,56.99999999999999,15.001299999999999,27,51,78,cold,high,Gentle breeze,cool,morning
1677,1678,2011-03-15,1,0,3,12,0,2,1,2,14.76,17.424999999999997,50.0,15.001299999999999,32,70,102,cold,high,Gentle breeze,cool,noon
1678,1679,2011-03-15,1,0,3,13,0,2,1,2,14.76,16.665,56.99999999999999,19.0012,23,74,97,cold,high,Gentle breeze,cool,afternoon
1679,1680,2011-03-15,1,0,3,14,0,2,1,2,15.58,19.695,46.0,19.999499999999998,14,74,88,cool,low,Gentle breeze,cool,afternoon
1680,1681,2011-03-15,1,0,3,15,0,2,1,2,15.58,19.695,43.0,19.0012,24,66,90,cool,low,Gentle breeze,cool,afternoon
1681,1682,2011-03-15,1,0,3,16,0,2,1,2,15.58,19.695,46.0,22.0028,21,93,114,cool,low,Moderate breeze,cool,afternoon
1682,1683,2011-03-15,1,0,3,17,0,2,1,2,14.76,17.424999999999997,62.0,12.998000000000001,22,195,217,cold,high,Gentle breeze,cool,afternoon
1683,1684,2011-03-15,1,0,3,18,0,2,1,2,14.76,16.665,62.0,19.999499999999998,18,207,225,cold,high,Gentle breeze,cool,evening
1684,1685,2011-03-15,1,0,3,19,0,2,1,2,13.940000000000001,15.909999999999998,71.0,19.0012,14,138,152,cold,high,Gentle breeze,cool,evening
1685,1686,2011-03-15,1,0,3,20,0,2,1,2,13.940000000000001,15.909999999999998,71.0,19.0012,9,79,88,cold,high,Gentle breeze,cool,evening
1686,1687,2011-03-15,1,0,3,21,0,2,1,3,13.120000000000001,16.665,81.0,7.0015,2,53,55,cold,very high,Light breeze,cool,night
1687,1688,2011-03-15,1,0,3,22,0,2,1,2,13.120000000000001,15.909999999999998,87.0,11.0014,1,20,21,cold,very high,Light breeze,cool,night
1688,1689,2011-03-15,1,0,3,23,0,2,1,2,13.120000000000001,15.909999999999998,87.0,11.0014,1,17,18,cold,very high,Light breeze,cool,night
1689,1690,2011-03-16,1,0,3,0,0,3,1,3,12.299999999999999,14.395,93.0,16.997899999999998,0,8,8,cold,very high,Gentle breeze,cold,night
